year	n_clusters	fuzziness	partition_coefficient	silhouette_score
1995	2	1.3	0.4946430889476417	0.8339497716428529
1995	3	1.3	0.323201005322405	0.679862157257501
1995	4	1.3	0.23551838315026286	0.6245748529632463
1995	5	1.3	0.18788578203938303	0.5580325541387977
1995	6	1.3	0.152982178877702	0.5070061580847357
1995	7	1.3	0.1324124037170048	0.48790625885219746
1995	8	1.3	0.11716346416048036	0.5261331682564062
1995	9	1.3	0.10452455905626833	0.5329611488211519
1995	2	1.4	0.4924025739496884	0.8266280091793938
1995	3	1.4	0.3194952111611395	0.683764595234227
1995	4	1.4	0.23045323610141416	0.602144896318792
1995	5	1.4	0.18278513565879506	0.5580325541387977
1995	6	1.4	0.1483600968404884	0.4930953633573283
1995	7	1.4	0.12836472738296562	0.4851878125265879
1995	8	1.4	0.11274485792257949	0.4912247377094314
1995	9	1.4	0.09948270375787827	0.48865826318778943
1995	2	1.5	0.4897501889619784	0.8206007284338592
1995	3	1.5	0.3156158644132048	0.683764595234227
1995	4	1.5	0.22546069523403858	0.591113564355978
1995	5	1.5	0.1775561061258292	0.5580325541387977
1995	6	1.5	0.14357507531933153	0.4917591665349339
1995	7	1.5	0.12395871910491092	0.4851878125265879
1995	8	1.5	0.10960804664981559	0.523617494840549
1995	9	1.5	0.09802143705709715	0.5304618188223208
1995	2	1.6	0.48672000250820474	0.8206007284338592
1995	3	1.6	0.3110454603830969	0.679862157257501
1995	4	1.6	0.2202247031568718	0.587180953074598
1995	5	1.6	0.17228191606788607	0.5550555456074905
1995	6	1.6	0.13873816327549404	0.48286357907829974
1995	7	1.6	0.11940791266427811	0.4851878125265879
1995	8	1.6	0.10549521348548103	0.523617494840549
1995	9	1.6	0.0944814058992769	0.5304618188223208
1995	2	1.7	0.4833377023674438	0.814834451174511
1995	3	1.7	0.3057129006406674	0.6754294488656397
1995	4	1.7	0.21452131716328732	0.5787028828861754
1995	5	1.7	0.16701519255216696	0.5519152763805945
1995	6	1.7	0.13394568876840773	0.4850470951237732
1995	7	1.7	0.11484850197771618	0.4851878125265879
1995	8	1.7	0.10123465068860624	0.49080040240204187
1995	9	1.7	0.0864390513783878	0.475048289852702
1995	2	2.0	0.47064873838491283	0.8089372190254308
1995	3	2.0	0.28594094410082	0.6702110140426535
1995	4	2.0	0.19429547788648813	0.5498146022233182
1995	5	2.0	0.14973720732937093	0.5143877141948829
1995	6	2.0	0.1199569583100889	0.4774230662440934
1995	7	2.0	0.10206137412947339	0.4836120000355571
1995	8	2.0	0.08658139037201878	0.479359742986935
1995	9	2.0	0.07425711773043192	0.49302356087534366
1995	2	2.1	0.46542352031594214	0.8089372190254308
1995	3	2.1	0.27833157100357847	0.6521196090404339
1995	4	2.1	0.188365522172951	0.5463877652477708
1995	5	2.1	0.14499568910933588	0.509988295590331
1995	6	2.1	0.11564960780133249	0.47605296583227297
1995	7	2.1	0.09798225228954878	0.4832443588511718
1995	8	2.1	0.08291261781431306	0.47668169102022856
1995	9	2.1	0.06910108235503155	0.46279903794748517
1995	2	2.5	0.44026100056594575	0.8010217800577627
1995	3	2.5	0.24651643538407808	0.6234312524859837
1995	4	2.5	0.16720806717863143	0.5367978628456505
1995	5	2.5	0.12206367669870115	0.4719518516210142
1995	6	2.5	0.10005378864748718	0.47240043538934967
1995	7	2.5	0.08181502961515899	0.47773635542012
1995	8	2.5	0.06720817934880262	0.49070751681405084
1995	9	2.5	0.05771144410972776	0.4658498175593625
1995	2	2.6	0.4332776181842495	0.7948223972471754
1995	3	2.6	0.2396192399513967	0.6005176964467425
1995	4	2.6	0.16245709067174097	0.5367978628456505
1995	5	2.6	0.11755560395253711	0.4572274527093012
1995	6	2.6	0.09658094641942094	0.47240043538934967
1995	7	2.6	0.07859683414897373	0.47773635542012
1995	8	2.6	0.06442812998937228	0.49070751681405084
1995	9	2.6	0.05510729172186974	0.46460773664884686
1995	2	2.7	0.42617689199202313	0.7948223972471754
1995	3	2.7	0.23327197865937047	0.5961360273888721
1995	4	2.7	0.15792236934238046	0.5303715006884012
1995	5	2.7	0.11377283239757846	0.4577909227093903
1995	6	2.7	0.09327435050795967	0.471476766900414
1995	7	2.7	0.07506793263885567	0.471000631858351
1995	8	2.7	0.06178050675704789	0.48970636915183186
1995	9	2.7	0.052528282819561886	0.4509831261146246
1996	2	1.3	0.4958033143536853	0.8338963056230472
1996	3	1.3	0.324775402458556	0.7178961393737046
1996	4	1.3	0.2418297764289402	0.7066990569770469
1996	5	1.3	0.18677470314545921	0.5538268364116687
1996	6	1.3	0.15587389421003567	0.550774331183269
1996	7	1.3	0.13346687707674978	0.5458549816795353
1996	8	1.3	0.1166147640453666	0.5662288142292352
1996	9	1.3	0.10384929406687704	0.5706166014861512
1996	2	1.4	0.4940546971438561	0.8338963056230472
1996	3	1.4	0.3213427153806835	0.723313180099316
1996	4	1.4	0.23599501738332923	0.688015985627839
1996	5	1.4	0.18192635919953057	0.5538268364116687
1996	6	1.4	0.15139724777450153	0.5519046723618202
1996	7	1.4	0.12871952091568462	0.5483279303194356
1996	8	1.4	0.10799279791376554	0.44173802684944485
1996	9	1.4	0.0969901662944363	0.47248122581352403
1996	2	1.5	0.4919938788827323	0.8338963056230472
1996	3	1.5	0.3173782167041168	0.7178961393737046
1996	4	1.5	0.229276833406978	0.6665441220388717
1996	5	1.5	0.17713458091194095	0.5489457218309702
1996	6	1.5	0.14676286507078418	0.5519046723618202
1996	7	1.5	0.1244267628136061	0.5483279303194356
1996	8	1.5	0.10386969644246073	0.44509592366415746
1996	9	1.5	0.09224485753779751	0.44372489126008546
1996	2	1.6	0.48960580893557076	0.8338963056230472
1996	3	1.6	0.31274034009081464	0.7178961393737046
1996	4	1.6	0.22236408795591542	0.6256351439703244
1996	5	1.6	0.172392610823875	0.5447655153927811
1996	6	1.6	0.1418890685146645	0.5503255540358717
1996	7	1.6	0.11988410569391296	0.5420032159165596
1996	8	1.6	0.10512084418276073	0.5441704272154696
1996	9	1.6	0.08839681891827038	0.43944735678644875
1996	2	1.7	0.4868738331027879	0.8338963056230472
1996	3	1.7	0.30738432174121905	0.7178961393737046
1996	4	1.7	0.21663066672405581	0.6006061384348804
1996	5	1.7	0.1676550651664049	0.5447655153927811
1996	6	1.7	0.1368526607854926	0.5503255540358717
1996	7	1.7	0.11685573370873342	0.5420918313970995
1996	8	1.7	0.09529795102135628	0.4410758182217754
1996	9	1.7	0.08450985522236976	0.4378266779093534
1996	2	2.0	0.4763076009675534	0.8338963056230472
1996	3	2.0	0.2875374150038682	0.7145513681733285
1996	4	2.0	0.20069657048857512	0.5815814877125913
1996	5	2.0	0.1531724163899789	0.5355627162918075
1996	6	2.0	0.12143368336669906	0.5424273497196085
1996	7	2.0	0.10314319050764847	0.5397698392815246
1996	8	2.0	0.08149914711704355	0.4157428483936514
1996	9	2.0	0.07137276162438876	0.39028870308966257
1996	2	2.1	0.4719435799259917	0.8338963056230472
1996	3	2.1	0.2798902087466788	0.7094123697179862
1996	4	2.1	0.1953389288212431	0.5712473961613805
1996	5	2.1	0.1482554623532295	0.5348965263581584
1996	6	2.1	0.11633357255956174	0.54233546174355
1996	7	2.1	0.09859950397732366	0.5348881996956251
1996	8	2.1	0.07735221192137251	0.3995315486568187
1996	9	2.1	0.06759726907740017	0.37309922078948615
